水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,433-453,458-523,543-578,650-680,698-713,733-748,773-793,785-900,855-875,935-955,1565-1655,2100-2280
17.3,7.79,8.68,2.6,0.314,0.058,2.77,10400.4,21.7,15.94,17.72,19.98,16.3,15.5,13.54,13.65,13.25,13.03,11.4,11.61,11.12
16.6,7.49,8.34,5.73,0.025,0.166,5.2,534.1,60.8,14.04,15.54,17.76,15.72,17.06,13.94,13.9,13.2,12.8,10.82,11.14,10.78
17.6,7.39,8.31,3.62,0.469,0.069,4.01,10207.4,64,14.79,16.82,19.09,16.48,15.43,12.56,12.29,11.87,11.14,10.27,10.75,10.59
18.4,7.63,6.58,5.95,0.536,0.137,5.79,10877,158.4,15.48,17.62,20.26,19.35,18.54,13.9,13.7,13.21,12.73,10.15,10.75,10.78
17,7.84,6.41,3.58,0.397,0.105,4.18,2619.7,47.4,14.51,16.43,18.77,18.16,17.72,13.47,13.63,12.97,12.17,10.21,11.06,10.66
17,7.51,7.98,2.13,0.188,0.08,3.66,762.9,33.4,14.24,16.37,18.96,17.87,17.24,13.05,12.9,12.3,11.65,10.02,10.84,10.95
17,7.64,9.61,1.31,0.039,0.027,1.75,167.7,12.8,13.49,15.56,17.42,13.94,13.36,12.15,12.33,11.74,11.68,10.03,11,10.8
17.2,7.51,8.72,3.14,0.641,0.049,3.77,565.9,13.8,15.61,15.28,16.36,15.07,15.84,15.43,15.44,15.11,14.47,19.32,13.26,12.13
18,7.66,9.38,2.97,0.025,0.008,0.7,624.1,6,15.96,15.22,16.72,15.9,19.81,19.13,19.47,15.7,19.43,17.34,18,16.78
18,7.41,9.45,4.74,0.072,0.039,1.05,1352,18.3,13.75,14.29,15.36,13.48,12.87,11.84,11.76,11.38,11.86,14.55,11.59,11.33
18.6,8.49,9.54,8.66,0.354,0.078,7.57,959.4,51.7,13.69,13.67,15.08,12.72,14.54,12.31,12.19,11.73,11.47,12.7,10.74,10.74
18.5,7.24,8.18,3.05,0.545,0.1,2.75,10964.2,20.1,13.97,15.84,17.64,14.74,14.11,11.4,11.95,11.47,11.35,11.3,10.86,10.86
19,8.25,10.93,1.85,0.025,0.04,1.96,172.9,16,14.96,14.26,15.78,13.01,13.59,11.7,11.94,11.97,12.27,21.92,12.91,13
18.8,7.25,9.17,2.17,0.048,0.045,2.5,165.8,11.9,12.08,12.4,13.48,12.29,11.92,10.72,10.7,10.6,10.4,9,10.37,10.32
18.6,8.53,10.75,4.55,0.025,0.023,0.99,108.9,9.3,16.68,16,19.3,16.55,18.62,19.34,20.36,20.76,20.87,23.38,20.94,18.79
18.9,7.49,9.19,2.78,0.246,0.042,1.77,18181,5,13.37,13.71,15.01,13.06,13.01,12.66,12.74,12.58,12.84,13.38,11.45,11.02
18.7,8.41,11.84,1.78,0.025,0.027,2.16,332.2,51.7,15.59,20.64,23.82,26.98,28.15,29.8,30.32,34.81,30.83,27.37,29.85,25.8
17.8,8.28,9.46,0.75,0.025,0.008,1.87,310.5,12.4,14.1,14.48,17.33,14.45,15.42,13.17,12.71,12.56,12.07,11.95,11.92,11.34
16.4,7.3,6.78,2.67,0.82,0.207,2.86,223.6,10.9,12.58,14.09,15.86,13.49,12.38,10.89,11.15,10.79,10.52,10.54,10.71,10.64
16.1,7.27,6.92,4.39,1.017,0.1,3.46,3593.1,18.6,17.48,21.94,23.8,23.66,25.07,22.55,22.89,20.7,22.86,16.64,24.56,24.06
16.2,7.31,8.06,2.88,0.826,0.185,2.76,555.6,12.6,13.69,15.2,15.75,14.43,15.58,14.2,14.5,14.12,14.11,12.56,13.67,13.24
16.5,6.96,8.02,4.18,1.165,0.111,2.63,8658.9,5.7,12.83,13.45,14.2,12.56,11.81,11,11.18,10.91,10.94,15.74,10.95,11.02
17.2,7.26,8.04,2.86,0.318,0.04,3.5,366,3.2,14.06,15.7,17.83,15.97,15.12,11.85,11.9,11.6,11.01,10.06,10.43,10.32
14.3,7.64,7.34,4.45,0.694,0.078,1.86,25778.4,13.6,15.86,15.86,16.14,15.74,18.98,18.27,18.3,14.82,18.56,15.85,16.75,16.05
16.8,8.25,10.58,1.75,0.182,0.058,2.86,428.8,5.7,14.24,14.06,14.36,14.23,15.54,13.87,14.32,14.2,13.77,16.75,14.36,14.45
16.7,8.23,9.51,1.99,0.337,0.047,2.19,16112.2,19.9,14.92,16.78,18.72,14.41,13.33,11.5,11.53,11.19,11.07,10.16,10.78,10.6
17.7,8.21,9.18,1.41,0.077,0.051,2.42,11560,13,15.76,17.56,18.25,18.42,15.69,14.57,14.53,17.5,14.42,12.33,13.72,13.49
16.3,8.53,11.42,1.64,0.025,0.042,2.09,2501.1,31.8,16.02,14.35,15.31,14.55,17.91,16.43,17.05,13.05,16.14,13.63,16.47,15.93
17.9,7.43,8.43,3.14,0.281,0.046,2.7,15219.4,7.7,13.22,15.08,16.42,13.02,12.35,11.07,11.18,10.89,10.63,10.21,10.49,10.39
16.8,7.16,8.87,1.69,0.108,0.038,2.27,179.5,24.4,14.23,15.92,18.14,14.94,15.15,11.97,12.1,11.94,11.56,12.94,11.37,11.08
15.8,7.63,8.42,2.62,0.364,0.079,3.23,278.2,43.2,13.3,14.89,16.96,14.39,14.76,12.4,12.19,11.88,11.88,11.42,11.18,10.82
16.7,7.96,9.44,2.4,0.243,0.054,3.02,257.3,7.2,13.33,14.51,16.55,14.02,14.04,11.74,11.74,11.35,11.02,10.1,10.62,10.7
16.8,7.96,8.43,6.26,0.36,0.052,2.54,14416.5,23,13.45,15.21,16.9,13.52,12.66,11.02,11.33,10.87,10.53,10.12,10.53,10.38
16.8,7.94,9.09,2.99,0.304,0.042,2.58,21363.1,19.1,15.64,19.52,20.42,19.64,17.07,16.31,16.37,18.64,15.99,13.55,16.14,16
16.2,7.15,6.1,4.35,0.505,0.18,4.86,457.3,35.6,13.98,15.49,17.15,14.96,15.27,12.72,12.67,12.4,11.73,11.1,10.93,10.58
17,7.46,8.57,3.04,0.348,0.043,3.36,8138.7,19.6,14.41,16.22,18.38,15.03,14.17,11.87,11.82,11.4,11.05,10.5,10.45,10.39
17.5,7.46,6.83,3.94,0.4,0.064,4.23,14107.8,10.6,14.5,15.88,17.82,14.54,13.78,11.8,11.92,11.58,11.21,10.75,10.55,10.46
16.5,7.77,9.66,2.54,0.163,0.074,3.45,1067.2,26.7,13.9,15.39,17.6,14.47,14.52,11.91,11.64,11.5,11.15,10.21,10.7,10.67
17,7.49,9.41,1.29,0.087,0.023,1.77,179.9,11.6,12.89,14.33,15.72,12.92,12.41,11.4,11.4,11.16,10.83,10.52,10.73,10.47
17.8,7.31,7.86,3.4,0.503,0.047,3.29,469.8,17.3,14.04,13.81,16.03,13.78,14.72,12.03,13.37,12.31,12.14,18.22,12.19,12.15
16.9,8.06,10.66,1.57,0.079,0.032,1.97,303.4,7,13.7,15.08,16.9,13.77,13.64,11.85,11.88,11.52,11.19,10.67,10.48,10.41
17,7.56,7.4,5.35,0.41,0.118,5.07,14750.6,34.4,11.91,12.94,14.38,12.42,12.31,10.99,10.92,10.9,11.02,10.96,10.86,10.84
16.3,8.1,11.28,1.08,0.074,0.026,1.36,98.7,4.1,12.82,14.3,15.01,12.31,12.07,11.6,11.95,11.72,11.36,11.27,11.13,10.91
16.9,7.29,8.31,1.5,0.073,0.025,2.04,156.3,8.2,12.6,14.19,15.08,12.25,11.85,11.2,11.05,10.89,10.7,10.2,10.25,10.27
15.7,7.42,9.62,1.09,0.048,0.025,1.52,104.3,6.8,13.88,15.58,17.86,14.16,13.46,11.81,12.1,11.65,11.4,10.41,10.86,10.8
17.1,6.81,7.39,1.14,0.162,0.036,1.54,85.5,16.3,14.94,23.82,27.8,28.46,22.93,21.66,21.39,27.36,21.62,14.99,21.44,20.8
18.4,7.32,8.01,4.21,0.174,0.162,1.94,3569.1,288,15.07,16.32,19.87,17.91,17.17,13.11,13.09,12.69,12.14,11.01,11.23,11.18
17.3,8,9.81,1.62,0.044,0.074,2.64,329.5,14.7,14.57,13.66,14.62,15.05,15.96,14.31,14.29,15.66,14.17,17.24,17.65,16.16
17.9,7.48,9.54,2.56,0.025,0.052,2.54,178.8,60.9,15.74,16.91,20.7,22.84,25,24.54,25,24.88,25.49,19.88,19.58,16.16
16.7,8.22,9.98,3.47,0.025,0.105,3.14,250.7,49.6,14.29,14.69,17.36,15.53,16.73,13.22,13.46,13.11,12.35,11.24,11.15,10.98
17.2,7.94,9.23,2.65,0.142,0.07,2.8,5217.3,62.6,15.27,16.69,20.5,18.32,17.26,13.45,13.38,13.04,12.67,11.01,11.63,11.3
17.2,7.89,8.96,6.56,0.323,0.108,6.27,21187.6,284.2,16.65,19.25,21.28,20.58,18.74,16.84,16.77,18.8,15.86,14.09,15.59,15.49
17.1,7.21,7.02,5.24,0.181,0.261,5.22,439.9,92.2,17.03,17.28,19.1,17.5,18.74,15.67,15.54,15.16,14.5,13.39,11.97,11.31
17.8,7.63,9.11,3.94,0.41,0.12,4.89,10154.2,204.2,15.27,15.91,18.93,17.15,16.66,12.87,12.98,12.59,11.96,10.93,10.84,10.66
18.1,7.49,7.52,10.91,0.134,0.233,8.43,7602.9,477,16.53,17.71,21.42,19.15,18.46,14.16,14.1,13.59,12.88,11.43,11.39,11.17
17,7.7,7.84,4.96,0.164,0.106,4.11,706.4,57.2,14.36,15.11,18.32,17.1,18.36,14.27,14.42,13.7,12.78,11.28,11.12,10.98
17,7.65,9.42,2.9,0.07,0.103,3.67,292.7,62.2,14.3,14.99,17.92,17.06,18.61,14.9,14.49,14.08,13.07,11.21,11.3,11.14
17.9,7.44,9.08,1.44,0.069,0.03,1.4,137.5,33.6,13.7,15.26,17.69,14.17,13.35,11.39,11.58,11.44,11.43,11,10.96,10.56
18.7,7.51,8.6,3.39,0.494,0.048,3.13,400.3,22.1,14.55,13.78,15.66,14.32,15.25,13.64,12.67,12.85,12.37,17.72,12.88,12.76
17.6,8.1,10.19,7.63,0.025,0.669,2.57,279.2,1254.5,14.57,15.08,17.78,15.18,16.13,13.02,13.1,12.55,12.2,10.85,10.95,10.7
18.6,8,9.51,7.44,0.136,0.157,5.89,20201.3,60.1,12.92,13.81,16.46,15.68,16.81,13.83,13.88,13.31,12.53,12.68,11.33,11.24
17.1,7.71,10.65,1.05,0.035,0.027,1.37,100.7,8.4,14.21,13.95,14.57,12.55,12.71,12.48,12.59,12.34,12.42,12.34,11.31,11.11
16.7,7.45,8.85,1.5,0.039,0.024,1.9,145.4,6.9,13.18,13.83,15.58,13.11,12.82,11.8,11.84,11.66,11.74,11.12,11.14,10.74
16.9,7.61,10.23,1.26,0.025,0.028,1.45,104.4,22.2,14.22,15,17.2,14.54,13.86,12.82,13.09,13.04,12.8,12.19,11.71,11.48
17.5,6.84,7.6,1.24,0.204,0.042,1.61,91.7,16.8,14.37,23.3,27,27.64,21.76,20.07,21.99,28.16,21.65,14.85,22.58,19.81
16.8,7.21,7.66,2.6,0.411,0.17,2.62,169.5,14.3,12.65,14.58,16.38,13.85,12.87,11.27,11.38,11.4,11.03,10.94,11.11,11.01
15,7.7,9.58,5.06,0.35,0.105,2.83,5939.3,42.7,16.44,26.22,27.72,27.16,27.57,27.48,27.08,26.1,25.27,16.01,27.43,26.36
16.4,7.39,8.6,3.24,0.428,0.15,2.64,469.4,17.8,13.48,14.84,16.6,14.5,14.74,12.32,13.06,12.25,12.42,12.73,12.73,12.17
16,7.11,9.06,3.51,0.643,0.061,2.44,10531.3,5.9,14.03,14.7,15.92,13.76,13.02,11.99,12.31,12.21,12.04,15.87,11.72,11.32
16.2,7.41,9.33,2.68,0.157,0.042,3.42,381.1,9,14.52,16.72,18.86,16.84,15.65,12.22,12.21,11.85,11.34,10.39,10.69,10.59
13.5,7.76,8.46,4.55,0.616,0.085,1.57,30258.9,51.7,15.74,15.7,16.64,14.72,16.26,14.95,14.71,12.29,14.57,16.15,14.5,13.98
16.5,8.64,9.74,1.44,0.025,0.042,2.04,305,13.8,12.74,13.3,14.46,12.4,12.16,11.52,11.36,11.46,10.99,12.1,11.27,10.82
16.4,8.65,11.9,2.87,0.025,0.048,1.67,276.9,36.9,12.91,13.31,15.42,12.81,13.69,11.56,11.54,11.37,11.05,10.19,10.65,10.7
15.2,8.1,10.87,2.23,0.025,0.036,2.08,223.9,6.9,12.65,13.36,14.36,12.12,12.77,11.92,11.82,11.93,11.91,16.7,11.22,10.96
14.4,8.43,11.67,2.65,0.025,0.048,2.16,228.9,15.3,12.76,14.04,15.81,13.27,13.57,11.36,11.32,11.19,10.86,10.07,10.61,10.5
16.1,7.98,9.86,1.91,0.094,0.051,2.81,914.6,7.2,14.42,13.93,15.08,13.97,14.75,12.83,12.93,12.08,13.03,17.1,13.34,12.2
16,8.27,10.28,1.43,0.226,0.041,2.42,10291.6,22.7,14.66,17.03,18.98,14.79,13.59,11.57,11.59,11.38,11.03,10.2,10.88,10.71
15.8,8.51,11.91,1.94,0.025,0.035,2.06,359.6,33.1,14.77,23.88,23.96,26.6,23.67,29.83,33.87,35.44,35.66,30.3,32.41,28.35
15.6,8.17,9.27,2.14,0.14,0.072,2.62,7065,22.2,14.91,13.9,14.93,14.45,14.11,12.79,12.84,14.06,11.98,12.16,12.71,12.62
16.2,8.12,9.52,2.13,0.232,0.056,1.89,8286.4,45.4,15.99,22.6,23.54,24.68,21.78,21.59,21.78,26.4,21.17,15.03,20.46,20.21
15.9,8.42,10.7,1.82,0.041,0.047,2.24,448.8,30.3,15.39,14.19,15.6,14.51,15.9,14.8,14.84,11.96,13.77,13.27,14.45,13.69
16.6,7.57,9.14,2.6,0.174,0.044,2.5,10118.3,24.6,13.95,15.94,18.57,15.11,15.5,12.79,12.88,11.6,11.96,11.36,13.58,12.99
16.4,7.66,10.04,2.2,0.025,0.026,1.88,148.2,20.3,14.95,16.9,20.15,18.78,20.44,17.86,17.71,14.72,16.24,16.74,14.9,12.86
15.2,7.91,10.03,3.52,0.044,0.106,3.17,309.9,42.3,12.66,13.98,16,13.7,14.47,12.26,12.13,12.25,11.48,10.87,11.29,10.98
15.8,8.86,12.13,2.8,0.025,0.048,2.24,250.2,10.5,12.98,13.96,16.45,13.9,15.33,12.23,12.17,12.04,11.36,10.03,10.73,10.72
16.1,7.96,8.92,2.77,0.247,0.054,2.56,11519.7,25.3,14.44,16.62,19.13,15.64,14.47,12.2,12.17,11.95,11.79,10.93,11.15,10.84
15.5,7.94,9.39,2.91,0.316,0.046,2.81,15887.2,32.4,16.17,22.26,23.08,22.78,20.52,19.61,19.6,22.59,18.82,13.97,18.59,18.49
15,7.52,9.15,4.04,0.025,0.143,4.38,432.9,37.2,13.53,14.52,16.68,14.65,15.41,12.73,12.7,12.47,12.01,11.03,11.35,10.89
16.9,7.63,9.31,3.07,0.227,0.054,3.55,8618.5,34.2,14.09,15.64,17.94,14.95,14.21,11.93,11.86,11.31,11.16,10.61,10.63,10.65
16.5,7.56,8.41,4.18,0.211,0.085,4.21,9758.8,49,14.05,15.8,17.95,14.62,13.74,11.54,11.56,11.53,11.18,10.48,10.58,10.51
15.8,8.08,8.71,5.4,0.025,0.11,3.65,798.5,69.8,13.23,14.86,17.86,15.79,17.57,13.67,13.41,13.38,12.03,10.36,10.78,10.72
15.6,8.2,11.09,3.02,0.025,0.097,3.18,342.6,46.1,13.33,14.73,17.3,14.98,16.8,13.19,12.99,12.65,11.78,10.76,10.91,10.9
16.3,7.58,9.8,1.29,0.03,0.019,1.48,148,10.9,12.86,14.74,16.68,13.17,12.66,11.39,11.22,11.29,11.01,10.84,10.93,10.83
17,7.61,9.77,2.76,0.293,0.045,3.07,352,21.1,14.16,13.74,15.08,13.75,14.46,12.82,14.01,12.71,13.12,19.76,13,12.51
15.6,7.96,7.95,5.31,0.242,0.112,4.49,25581.2,35.9,12.73,13.93,15.25,13.48,13.49,11.41,11.71,11.86,11.73,12.39,11.44,11.23
14.7,7.26,10.44,0.89,0.029,0.018,1.21,109.8,12.9,13.66,17.12,18.46,17.87,18.11,16.11,16.95,19.21,17.9,12.59,16.39,15.27
14.8,7.6,11.77,1.27,0.025,0.012,0.69,107.4,4.6,11.74,13.47,15.03,12.25,12,11.33,11.68,11.77,11.49,13.31,11.52,11.22
15.4,7.79,11.08,1.2,0.045,0.027,1.31,102.9,3.9,12.81,13.98,15.06,12.48,12.16,11.7,12.27,12.16,12.13,14.27,11.92,11.53
15.3,7.56,9.52,1.19,0.04,0.022,1.75,142.4,9.1,12.29,13.67,14.86,12.5,11.89,11.17,11.08,11.26,11.08,10.56,10.68,10.66
14.8,7.76,10.66,1.1,0.025,0.016,1.3,96.6,3.6,13.48,14.63,16.59,13.7,13.19,12.32,12.53,12.46,12.08,11.95,11.66,11.46
17,6.88,7.54,1.25,0.248,0.042,1.75,90.5,17.5,14.72,23.56,25.24,27.32,21.79,21.33,21.4,27.64,22.73,15.53,21.05,20.29
13,7.7,10.37,1.08,0.073,0.03,2.23,328.8,4.3,12.92,17.8,19.52,19.88,17.62,16.73,18.97,21.95,18.17,21.2,18.09,17.96
14,6.99,9.48,2.04,0.232,0.023,1.41,128.5,1.7,12.87,18.43,19.9,21.6,21.82,21.64,22.75,25.6,23.52,15.8,24.57,24.31
18.2,7.51,9.98,1.34,0.104,0.034,1.47,109.4,5,13.46,14.46,15.4,12.58,12.08,10.92,11.32,11.1,11.15,13.94,11.43,11.28
19.8,7.56,8.54,1.44,0.025,0.025,1.59,113.7,4.7,14.28,15.64,18.22,15.66,14.57,12.21,12.91,12.43,12.08,11.95,11.68,11.29
19.4,6.85,7.6,1.26,0.133,0.042,1.39,78.9,15.2,14.63,22.94,26.36,26.78,22.17,20.15,21.84,27.38,22.3,15.57,21.51,20.78
19.7,8.15,9.92,2.64,0.065,0.022,1,35549.5,10.7,15,15.72,17.66,14.4,13.84,12.65,13.3,12.76,12.56,14.11,13.01,11.83
19.7,7.11,7.92,2.94,0.659,0.068,2.29,13311.8,5.6,12.41,13.46,15.62,13.68,12.88,12.02,11.78,11.54,11.49,14.96,11.44,11.01
17.4,8.14,10.37,1.02,0.025,0.027,1.96,318.5,71.7,13.67,18.66,22.56,25.62,26.5,29.49,30.22,37.31,32.81,28.17,32.64,25.19
16.9,8.22,10.83,1.3,0.025,0.021,2,296.3,4.4,15.14,16.08,18.58,18.24,21.72,31.89,35.63,30.85,35.23,24.98,26.71,21.13
17.3,8.36,9.6,1.7,0.025,0.029,2.04,292.3,11.3,13.14,14.36,16.62,13.99,14.28,13.65,13.5,12.86,13.1,13.23,12.21,11.72
21.1,7.3,6.3,2.23,0.399,0.162,2.71,283.2,12.8,13.41,15.2,16.8,14.54,13.72,11.84,12.26,11.76,11.62,11.13,11.37,11.07
20.5,7.02,5.67,4.36,0.572,0.1,2.55,6418,29.3,17.53,27.86,30.1,29.68,28.79,27.61,28.62,28.36,27.05,16.28,28.03,27.85
21,7.3,6.47,3.05,0.643,0.146,3.12,819,18.4,14.39,15.81,17.56,15.92,15.62,13.12,13.14,12.44,11.94,13.34,11.97,11.79
20.8,7.06,7.28,3.06,0.531,0.077,2.38,17007.3,5.9,13.71,14.58,16.04,13.64,13.08,12.06,12.44,11.95,11.89,15.42,11.77,11.24
17.1,8.26,11.24,1.29,0.025,0.028,2.02,303.9,2.2,16.08,17.94,19.65,18.86,21.95,29.85,32.33,25.38,33.74,24.12,26.98,21.67
20.8,7.17,7.06,2.68,0.081,0.038,3.41,380.9,5,17.29,18.92,21.26,18.55,17.72,13.96,14.1,13.39,12.88,11.48,11.43,11.03
19.6,7.6,5.79,3.47,0.604,0.074,1.48,28316.6,16.2,15.93,15.65,17.37,14.44,14.88,13.54,13.81,12.4,13.39,16.23,12.78,12.71
17,8.28,9.67,1.62,0.025,0.026,1.98,297.2,12.7,14.92,15.76,17.56,14.34,14.87,13.79,13.77,12.38,13.72,12.47,12.71,13.45
18.8,8.1,9.72,1.78,0.062,0.045,2.03,299.6,13.3,16.84,16.58,19.1,15.68,14.92,12.26,12.37,11.97,11.61,10.09,11.17,10.87
17,7.46,8.96,1.52,0.141,0.045,2.16,240.8,9.4,13.51,14.44,16.12,13.32,13.16,11.92,11.68,11.21,11.74,17.06,11.26,10.54
16.9,7.63,8.89,2.19,0.25,0.054,2.53,282.9,24,16.01,17.66,18.83,15.85,15.15,12.52,12.39,11.99,11.74,10.52,11.15,11.02
21.7,7.48,10.25,2.71,0.026,0.05,3.14,155.3,11,15.24,16.06,16.6,14.58,14.53,13.02,13.32,12.49,12.34,10.98,11.37,11.02
20.4,8.89,11.73,5.65,0.025,0.028,1.04,116.9,30.1,24.81,23.5,23.56,19.43,20,17.33,17.35,16.44,16.11,15.67,13.5,12.27
18.6,7.8,9.56,1.03,0.025,0.031,2.08,317.6,11.9,14.54,19.98,22.94,24.68,23.44,26.03,26.34,31.89,26.71,26.96,25.16,21.37
16.7,7.94,9.61,1.13,0.025,0.013,2.12,301.9,2.2,14.89,22.56,26.94,31.22,34.54,34.7,35.5,36.62,35.22,17.28,36.39,35.45
17.9,8.37,9.48,1.58,0.025,0.027,1.93,315.9,12.7,14.34,14.95,17.14,14.25,15.56,14.85,15.07,12.96,14.14,14.17,13.46,13.08
18.1,7.72,10.59,1.73,0.025,0.044,2.21,243.9,8,18.15,18.42,20,16.98,17.57,17.4,17.28,16.74,16.66,16.97,13.21,11.89
19.9,7.78,8.45,2.37,0.273,0.093,3.14,438.1,10.4,16.86,15.68,17.72,17.12,17.58,15.72,16.17,16.54,15.6,18.74,17.52,15.72
20.1,8.07,8.01,2.34,0.419,0.116,2.41,15240,97.5,18.91,19.57,21.88,18.62,17.4,14.58,14.38,13.54,13.51,12.59,11.8,11.2
18.7,8.14,9.43,2.14,0.025,0.059,2.27,352.9,33.8,17.52,21.38,24.4,25.08,26.23,32.14,33.8,33.02,36.69,28.53,32.91,27.66
19.8,7.94,7.29,1.77,0.1,0.109,2.3,17890,55.2,16.98,17.46,18.8,19.54,18.61,16.82,16.82,18.64,16.18,14.19,16.4,16.67
19.7,7.95,6.78,2.6,0.332,0.111,2.67,4576.9,111.3,18.02,22.44,25.1,26.1,25.55,24.31,24.59,26.7,24.1,15.56,23.65,22.05
20.1,7.85,7.52,1.93,0.16,0.066,2.41,2681.7,38.7,17.11,16.45,18.18,17.62,19.18,17.47,17.18,14.52,16.74,14.59,17.75,15.92
21.2,8.1,9.97,4.87,0.283,0.097,4.01,2765.5,30.6,17.72,23.52,26.48,26.24,23.46,22.74,23.09,25.56,21.96,17.34,20.47,18.75
21.8,7.03,9.31,1.32,0.065,0.022,1.22,122.6,6.8,15.32,18.75,20.16,21.38,19.46,18.21,18.84,20.73,18.81,12.62,16.22,15.68
19.4,7.66,10.41,1.15,0.042,0.025,1.36,107.9,5.3,13.38,13.75,15.67,12.8,12.53,11.42,11.59,11.3,11.32,12.62,11.31,11.28
19.8,7.41,8.43,1.81,0.078,0.031,2.12,165.6,4.7,12.83,13.62,14.65,12.2,11.91,11.1,10.97,10.84,10.79,9.98,10.69,10.62
20.3,7.19,7.12,1.37,0.025,0.016,1.27,104.8,1.3,13.79,14.29,16.22,13.54,13.1,12.02,11.83,11.76,11.54,10.91,11.4,11.19
20.8,7,8.61,1.54,0.084,0.037,1.18,76.6,8.6,14.77,21.66,24.48,26.62,19.93,21.4,21.72,25.88,22.32,15.46,19.85,19.3
20.6,9.12,11.59,6.89,0.025,0.099,1.98,192.9,14,15.84,22.16,23.52,24.56,24.5,24.11,24.65,25.66,23.4,15.08,21.69,22.15
20.2,6.42,7.18,2.48,0.06,0.06,3.07,136.8,42.6,16.7,18.36,22.82,22,21.36,15.59,15.2,14.58,13.68,11.49,11.03,10.71
20.5,6.87,8.53,2.43,0.033,0.038,3.28,155.5,8.9,13.39,13.42,14.65,13.44,13.41,12.24,12.06,11.84,11.72,10.61,10.79,10.67
18.8,8.05,9.58,4.88,0.025,0.024,0.91,118,17.8,14.33,14.43,18.06,14.97,15.99,14.22,13.79,13.62,13.01,13.22,11.5,10.96
18.7,6.97,7.71,2.61,0.158,0.117,2.24,162.5,46.9,16.33,15.76,17.72,15.24,17.34,14.57,14.21,12.55,14.06,14.27,14.87,14.95
20.6,7.29,6.75,2.7,0.283,0.163,2.88,383,15.3,13.28,14.9,16.8,13.84,12.95,11.67,11.85,11.57,11.54,10.98,11.22,10.9
19.3,7.05,6.84,4.01,0.266,0.075,2.28,7952.9,30.2,17.61,23.24,26.54,26.08,28.54,24.72,24.78,24.4,25.15,16.85,26.24,25.31
20.6,7.32,7.21,2.51,0.408,0.127,2.95,919.7,20.2,13.86,16.1,17.48,15.36,15.88,14.41,14.36,14.12,14.03,12.64,13.89,13.19
20.2,7.12,7.49,2.97,0.321,0.059,2.15,19335.8,6.2,12.84,13.51,14.33,12.31,11.79,10.7,10.82,10.52,10.59,15.32,11.64,11.34
17.9,8.15,11.38,1.46,0.025,0.022,2.03,313.3,4.4,15.72,17.32,19.47,19.3,23.31,33.82,36.58,31.26,38.44,25.18,30,24.18
20.7,7.32,8.38,2.48,0.025,0.041,3.43,419.8,7.3,16,17.66,19.13,16.08,15.27,13.06,13.04,12.7,12.38,11.86,11.2,10.94
18.7,7.23,6.96,3.47,0.575,0.067,1.34,35711.9,17.5,15.54,16.07,17.18,16.28,19.83,18.88,18.88,14.24,18.34,15.58,17.95,16.12
18.2,8.11,9.42,1.33,0.025,0.02,1.93,182.6,7.8,13.39,14,15.62,12.86,12.84,11.94,12.37,11.8,12.34,12.54,11.15,11.4
19.3,8.34,11,1.9,0.148,0.026,2.01,300.3,8.6,13.75,14.2,16.08,13.04,13.2,10.85,10.83,10.63,10.46,9.73,10.6,10.63
17.9,7.88,10.35,1.5,0.025,0.038,2.02,246.6,8.3,16.52,16.62,17.94,15.21,15.26,14.28,14.77,14.34,13.6,16.89,12.01,11.51
19.8,7.75,9.69,2.09,0.195,0.053,2.64,269.3,17.4,16.37,17.85,18.57,16.04,15.71,13.66,13.63,12.94,12.63,11.36,11.56,11.16
19,8.3,10.89,2.2,0.053,0.047,2.61,324.1,5,15.43,19.48,21.66,29.48,27.07,27.14,28.31,33.52,28.3,20.67,20.26,18.59
20,8.19,9.4,2.24,0.173,0.054,2.53,10577.8,19,14.48,15.84,17.82,14.16,13.72,11.83,11.81,11.73,11.44,10.72,11.27,10.99
18.8,8.41,10.73,1.84,0.025,0.036,1.98,1161.5,14.3,15.72,21.62,23.3,25.94,25.27,30.61,34.03,31.82,35.86,28.13,32.99,28.26
19.1,8.13,8.63,1.71,0.384,0.075,2.25,10710,33.1,15.08,18.18,18.68,18.71,16.37,14.77,15.23,18.26,15.05,12.76,14.69,14.7
19.6,7.98,7.69,2.11,0.48,0.066,2.03,13607.8,42.2,15.76,21.66,23.48,24.12,22.68,22.99,23.45,25.24,22.85,14.99,21.26,21.67
20,8.41,12.26,1.61,0.025,0.048,2.34,1208.7,28.1,15.38,14.68,15.68,14.64,16.43,15.32,15.99,12.95,15.66,13.71,15.9,15.23
20.5,8.08,9.36,3.17,0.124,0.077,3.65,1660.7,22.8,15.23,23.4,25.26,24.62,20.3,20.38,20.21,24.6,19.97,14.06,18.73,18.15
20.8,7.27,8.53,2.88,0.188,0.043,2.54,8442.8,10.9,14.72,16.2,17.56,14.52,14.24,12.63,12.6,12.13,11.89,11.45,11.18,10.93
20.6,7.09,8.41,1.37,0.043,0.025,1.77,160.2,14.7,17.21,18.8,21.76,19.6,18.86,15.19,15.25,14.41,13.89,14.97,12.8,11.47
19.3,7.27,6.46,2.53,0.376,0.094,3.33,251.8,14.8,14.06,15.68,17,14.81,14.89,12.93,13,12.54,12.22,12.16,11.54,11.38
19,7.81,9.36,1.77,0.072,0.045,2.56,276.5,1.3,13.35,14.48,16.32,13.84,13.46,11.53,11.48,11.2,11.05,10.41,10.82,10.68
